DateTime,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
06/18/22 19:00,9.59,3.05,52.98,23.79
06/18/22 19:02,8.73,1.37,57.97,23.88
06/18/22 19:04,9.88,3.04,58.05,23.78
06/18/22 19:06,9.77,1.78,57.69,23.74
06/18/22 19:08,9.51,3.43,56.32,23.85
06/18/22 19:10,10.15,1.47,58.42,23.79
06/18/22 19:12,9.52,4.40,56.74,22.85
06/18/22 19:14,9.04,2.63,54.73,23.78
06/18/22 19:16,9.53,2.66,45.86,23.82
06/18/22 19:18,9.47,2.15,22.60,23.79
06/18/22 19:20,9.94,4.08,53.98,23.76
06/18/22 19:22,10.29,5.21,50.35,21.83
06/18/22 19:24,8.70,0.73,53.06,22.99
06/18/22 19:26,9.15,2.47,43.25,23.81
06/18/22 19:28,9.94,2.39,41.72,23.76
06/18/22 19:30,9.05,2.60,51.60,23.28
06/18/22 19:32,46.02,33.87,18.19,23.66
06/18/22 19:34,8.61,3.71,51.47,23.61
06/18/22 19:36,9.97,3.06,57.87,23.80
06/18/22 19:38,10.35,6.83,55.33,23.71
06/18/22 19:40,9.29,1.38,51.46,23.58
06/18/22 19:42,9.26,6.52,60.48,22.50
06/18/22 19:44,9.37,4.70,55.24,23.72
06/19/22 13:21,10.05,2.56,42.39,23.79
06/19/22 13:22,8.25,5.82,4.28,23.69
06/19/22 13:24,9.95,3.14,22.35,23.60
06/19/22 13:26,9.82,1.95,25.37,22.54
06/19/22 13:28,8.74,2.95,23.23,23.80
06/19/22 13:30,9.68,3.58,32.74,23.17
06/19/22 13:32,9.55,2.00,19.85,23.79
06/19/22 13:34,8.74,4.26,24.56,23.76
06/19/22 13:36,10.93,5.34,23.15,23.74
06/19/22 13:38,9.12,2.18,29.94,23.73
06/19/22 13:40,9.48,1.69,31.49,23.20
06/19/22 13:42,9.25,2.07,20.59,23.76
06/19/22 13:44,9.57,2.90,18.39,23.74
06/19/22 13:46,9.96,7.39,28.91,23.81
06/19/22 13:48,9.86,1.13,28.58,23.74
06/19/22 13:50,10.92,7.87,31.40,23.77
06/19/22 13:52,9.08,3.13,28.82,23.67
06/19/22 13:54,8.85,2.70,24.16,23.81
06/19/22 13:56,9.26,2.37,25.29,23.73
06/19/22 13:58,9.63,4.46,3.32,23.59
06/19/22 14:00,10.13,2.85,23.58,23.68
06/19/22 14:02,8.55,4.51,2.81,23.84
06/19/22 14:04,9.46,4.28,21.45,23.68
06/19/22 14:06,10.44,2.05,27.27,23.80
06/19/22 14:08,9.68,3.40,30.21,23.87
06/19/22 14:10,10.30,3.13,10.82,23.76
06/19/22 14:12,9.18,3.40,23.05,23.92
06/19/22 14:14,10.83,2.06,24.87,23.79
06/19/22 14:16,10.72,2.16,28.86,23.79
06/19/22 14:18,10.41,3.09,30.63,23.81
06/19/22 14:20,9.15,4.56,24.92,23.76
06/19/22 14:22,9.88,3.25,24.76,23.76
06/19/22 14:24,8.52,3.47,30.31,23.82
06/19/22 14:26,9.87,3.10,23.48,23.76
06/19/22 14:28,9.61,1.07,20.38,23.76
06/19/22 14:30,9.13,2.73,27.01,23.78
06/19/22 14:32,8.93,4.11,20.58,23.61
06/19/22 14:34,8.94,26.83,24.66,23.78
06/19/22 14:36,9.12,2.30,24.23,23.76
06/19/22 14:38,9.36,6.55,17.29,23.76
06/19/22 14:40,9.30,3.10,23.73,23.78
06/19/22 14:42,9.48,2.32,19.96,23.86
06/19/22 14:44,9.45,1.22,22.02,23.84
06/19/22 14:46,9.96,3.30,21.72,23.69
06/19/22 14:48,9.44,2.10,24.22,23.77
06/19/22 14:50,8.94,3.40,21.58,23.61
06/19/22 14:52,9.05,1.79,21.23,23.09
06/19/22 14:54,9.20,1.47,19.77,23.64
06/19/22 14:56,8.95,4.11,27.22,23.65
06/19/22 14:58,8.95,9.71,32.75,23.81
06/19/22 15:00,9.43,2.24,29.13,23.77
06/19/22 15:02,9.03,3.34,22.20,23.41
06/19/22 15:04,9.56,3.08,23.45,23.79
06/19/22 15:06,11.87,8.64,26.22,23.71
06/19/22 15:08,9.17,2.29,29.27,23.65
06/19/22 15:10,8.72,4.96,26.72,22.95
06/19/22 15:12,9.33,2.18,27.86,23.80
06/19/22 15:14,10.62,4.69,28.07,23.49
06/19/22 15:16,8.68,3.22,29.55,23.80
06/19/22 15:18,8.90,1.24,28.00,23.80
06/19/22 15:20,10.02,4.15,25.68,23.82
06/19/22 15:22,9.12,4.61,30.40,23.54
06/19/22 15:24,9.30,1.84,28.21,23.06
06/19/22 15:26,9.36,2.44,32.75,23.70
06/19/22 15:28,9.01,3.04,19.07,22.40
06/19/22 15:30,8.64,2.04,23.86,23.67
06/19/22 15:32,9.50,3.81,20.79,23.74
06/19/22 15:34,9.81,4.23,10.22,22.18
06/19/22 15:36,8.26,2.87,25.86,23.49
06/19/22 15:38,11.07,25.66,26.32,23.69
06/19/22 15:40,14.22,12.72,27.76,23.80
06/19/22 15:42,9.35,2.47,22.17,23.70
06/19/22 15:44,9.13,3.14,11.57,23.74
06/19/22 15:46,10.19,2.23,30.31,23.30
06/19/22 15:48,9.78,17.75,21.27,23.79
06/19/22 15:50,8.54,3.32,28.11,23.71
06/19/22 15:52,9.82,1.23,32.65,23.25
06/19/22 15:54,8.60,3.26,20.84,23.40
06/19/22 15:56,9.07,4.78,30.40,23.79
06/19/22 15:58,10.10,2.04,30.24,23.74
06/19/22 16:00,9.74,3.29,29.25,23.75
06/19/22 16:02,9.90,3.38,32.11,23.40
06/19/22 16:04,9.46,3.40,32.74,23.76
06/19/22 16:06,9.40,0.32,24.55,23.24
06/19/22 16:08,9.74,0.36,22.50,23.75
06/19/22 16:10,12.06,6.51,23.34,23.80
06/19/22 16:12,9.75,2.84,18.93,23.74
06/19/22 16:14,10.02,4.93,24.03,23.72
06/19/22 16:16,10.10,1.80,22.99,23.77
06/19/22 16:18,8.81,1.94,22.27,23.72
06/19/22 16:20,9.42,3.28,23.91,23.69
06/19/22 16:22,9.45,1.60,22.05,23.74
06/19/22 16:24,9.96,4.03,23.04,23.30
06/19/22 16:26,9.62,1.79,23.54,23.12
06/19/22 16:28,9.76,3.73,23.95,23.72
06/19/22 16:30,9.78,4.11,22.90,23.66
06/19/22 16:32,9.42,2.41,12.32,23.76
06/19/22 16:34,9.75,1.61,25.96,23.80
06/19/22 16:36,10.04,3.84,22.94,23.79
06/19/22 16:38,10.52,2.43,18.06,23.73
06/19/22 16:40,8.96,4.09,24.27,23.78
06/19/22 16:42,8.55,3.93,22.24,23.69
06/19/22 16:44,8.44,3.72,26.73,23.73
06/19/22 16:46,9.25,12.85,20.39,23.68
06/19/22 16:48,12.15,3.39,24.01,23.30
06/19/22 16:50,8.66,2.98,25.23,23.78
06/19/22 16:52,9.58,3.78,22.92,23.78
06/19/22 16:54,9.51,4.34,25.42,23.76
06/19/22 16:56,9.76,3.02,25.17,23.60
06/19/22 16:58,9.82,2.00,23.85,23.28
06/19/22 17:00,8.47,4.76,27.57,23.77
06/19/22 17:02,8.40,1.20,25.32,23.53
06/19/22 17:04,9.54,6.35,24.03,23.40
06/19/22 17:06,9.70,1.89,24.33,23.45
06/19/22 17:08,10.02,3.95,24.56,23.43
06/19/22 17:10,8.79,5.27,23.26,23.78
06/19/22 17:12,10.17,2.02,22.16,23.55
06/19/22 17:14,9.33,3.34,27.68,23.75
06/19/22 17:16,9.52,1.73,25.49,23.05
06/19/22 17:18,8.71,1.98,21.68,23.64
06/19/22 17:20,9.80,15.73,19.68,23.80
06/19/22 17:22,10.28,2.06,33.92,23.40
06/19/22 17:24,9.68,2.39,21.06,22.54
06/19/22 17:26,9.39,1.01,20.39,23.61
06/19/22 17:28,9.94,1.76,18.67,23.53
06/19/22 17:30,10.23,3.69,19.20,23.75
06/19/22 17:32,8.80,3.04,20.88,22.96
06/19/22 17:34,8.82,7.08,22.01,23.81
06/19/22 17:36,9.69,13.15,22.46,23.65
06/19/22 17:38,9.74,2.80,25.99,23.76
06/19/22 17:40,9.87,3.24,21.18,23.89
06/19/22 17:42,9.76,2.77,18.58,23.57
06/19/22 17:44,10.58,5.61,18.61,23.68
06/19/22 17:46,11.72,32.78,33.33,23.70
06/20/22 11:42,8.69,2.89,38.19,23.46
06/20/22 11:44,8.92,4.20,35.71,23.72
